# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# XTE J1650-500  ,    136140301,      252.504,     -49.9625,      336.718,     -3.42735,      52165.6
# XTE J1650-500  ,    206640101,      252.504,     -49.9625,      336.718,     -3.42735,      53435.6
#
# Total observation time: 65512.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           450.425781,            27.525999,             0.001193
           449.837463,            27.562000,             0.001063
           449.250641,            27.598000,             0.001018
           448.665405,            27.634001,             0.001232
           448.081635,            27.670000,             0.000893
           447.499481,            27.705999,             0.000854
           446.918732,            27.742001,             0.000817
           446.339539,            27.778000,             0.000719
           445.761871,            27.813999,             0.000935
           445.185608,            27.850000,             0.001104
           444.610931,            27.886000,             0.001114
           444.037659,            27.922001,             0.000653
           443.465912,            27.958000,             0.000953
           442.895630,            27.993999,             0.000827
           442.326752,            28.030001,             0.000787
           441.759399,            28.066000,             0.000728
           441.193512,            28.101999,             0.000877
           440.628998,            28.138000,             0.000737
           440.066010,            28.174000,             0.001264
           439.504425,            28.209999,             0.000928
           438.944244,            28.246000,             0.000687
           438.385529,            28.282000,             0.000901
           437.828186,            28.318001,             0.000629
           437.272369,            28.354000,             0.000783
           436.717834,            28.389999,             0.000904
           436.164764,            28.426001,             0.000886
           435.613068,            28.462000,             0.000891
           435.062805,            28.497999,             0.000682
           434.513916,            28.534000,             0.000685
           433.966370,            28.570000,             0.000690
           433.420227,            28.606001,             0.000663
           432.875458,            28.642000,             0.000797
           432.332123,            28.677999,             0.000823
           431.790039,            28.714001,             0.000922
           431.249390,            28.750000,             0.000627
           430.710083,            28.785999,             0.001142
           430.172058,            28.822001,             0.000784
           429.635437,            28.858000,             0.000878
           429.100128,            28.893999,             0.000566
           428.566162,            28.930000,             0.000495
           428.033539,            28.966000,             0.000789
           427.502258,            29.002001,             0.000602
           426.972229,            29.038000,             0.000568
           426.443604,            29.073999,             0.000781
           425.916138,            29.110001,             0.000754
           425.390137,            29.146000,             0.000853
           424.865326,            29.181999,             0.000938
           424.341797,            29.218000,             0.000809
           423.819672,            29.254000,             0.000692
           423.298676,            29.290001,             0.000849
           422.779114,            29.326000,             0.000987
           422.260712,            29.362000,             0.000894
           421.743652,            29.398001,             0.000815
           421.227844,            29.434000,             0.000852
           420.713287,            29.469999,             0.000909
           420.199951,            29.506001,             0.000786
           419.687866,            29.542000,             0.000980
           419.177094,            29.577999,             0.000969
           418.667511,            29.614000,             0.000656
           418.159180,            29.650000,             0.000656
           417.652069,            29.686001,             0.000858
           417.146210,            29.722000,             0.000780
           416.641571,            29.757999,             0.000453
           416.138153,            29.794001,             0.000506
           415.635925,            29.830000,             0.000635
           415.134949,            29.865999,             0.000881
           414.635101,            29.902000,             0.000553
           414.136536,            29.938000,             0.000995
