# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           870.553284,            14.242000,             0.230329
           868.358337,            14.278000,             0.246009
           866.174377,            14.314000,             0.254445
           864.001404,            14.350000,             0.279207
           861.839233,            14.386000,             0.282345
           859.687927,            14.422000,             0.280430
           857.547363,            14.458000,             0.258727
           855.417358,            14.494000,             0.265093
           853.298035,            14.530000,             0.264870
           851.189026,            14.566000,             0.259499
           849.090515,            14.602000,             0.239750
           847.002319,            14.638000,             0.254553
           844.924316,            14.674000,             0.255711
           842.856506,            14.710000,             0.251710
           840.798767,            14.746000,             0.257976
           838.751160,            14.782000,             0.246889
           836.713379,            14.818000,             0.240927
           834.685608,            14.854000,             0.244163
           832.667542,            14.890000,             0.241928
           830.659302,            14.926000,             0.245537
           828.660583,            14.962000,             0.237806
           826.671509,            14.998000,             0.222946
           824.691956,            15.034000,             0.220615
           822.721985,            15.070000,             0.219889
           820.761230,            15.106000,             0.212622
           818.809875,            15.142000,             0.207644
           816.867798,            15.178000,             0.198911
           814.934998,            15.214000,             0.196927
           813.011169,            15.250000,             0.189310
           811.096436,            15.286000,             0.199172
           809.190674,            15.322000,             0.181639
           807.293823,            15.358000,             0.188544
           805.406006,            15.394000,             0.186642
           803.526855,            15.430000,             0.180570
           801.656555,            15.466000,             0.182447
           799.794861,            15.502000,             0.178525
           797.941772,            15.538000,             0.174264
           796.097351,            15.574000,             0.171966
           794.261414,            15.610000,             0.172340
           792.433777,            15.646000,             0.166015
           790.614624,            15.682000,             0.162754
           788.803833,            15.718000,             0.160759
           787.001343,            15.754000,             0.159932
           785.207092,            15.790000,             0.154452
           783.420898,            15.826000,             0.148562
           781.642883,            15.862000,             0.147468
           779.872925,            15.898000,             0.149469
           778.110901,            15.934000,             0.140339
           776.356934,            15.970000,             0.135034
           774.610718,            16.006001,             0.126619
           772.872437,            16.042000,             0.131481
           771.141968,            16.077999,             0.131757
           769.419128,            16.114000,             0.126937
           767.704041,            16.150000,             0.128573
           765.996460,            16.186001,             0.124617
           764.296631,            16.222000,             0.122135
           762.604309,            16.257999,             0.118126
           760.919373,            16.294001,             0.121820
           759.241882,            16.330000,             0.116734
           757.571838,            16.365999,             0.114195
           755.908997,            16.402000,             0.112611
           754.253540,            16.438000,             0.104961
           752.605286,            16.474001,             0.113550
           750.964294,            16.510000,             0.109495
           749.330383,            16.546000,             0.108388
           747.703491,            16.582001,             0.100863
           746.083740,            16.618000,             0.104771
           744.470947,            16.653999,             0.103117
           742.865112,            16.690001,             0.098704
           741.266296,            16.726000,             0.095425
           739.674316,            16.761999,             0.097313
           738.088989,            16.798000,             0.092767
           736.510620,            16.834000,             0.093389
           734.938904,            16.870001,             0.089098
           733.373962,            16.906000,             0.092232
           731.815613,            16.941999,             0.088600
           730.263855,            16.978001,             0.085764
           728.718628,            17.014000,             0.081583
           727.180054,            17.049999,             0.076463
           725.647888,            17.086000,             0.072096
           724.122192,            17.122000,             0.067809
           722.602783,            17.158001,             0.066526
           721.089905,            17.194000,             0.070410
           719.583313,            17.230000,             0.071271
           718.082947,            17.266001,             0.075405
           716.588806,            17.302000,             0.074706
           715.100952,            17.337999,             0.072612
           713.619141,            17.374001,             0.063419
           712.143555,            17.410000,             0.059109
           710.674072,            17.445999,             0.055696
           709.210571,            17.482000,             0.053471
           707.753174,            17.518000,             0.065477
           706.301636,            17.554001,             0.079630
           704.856140,            17.590000,             0.086443
           703.416504,            17.625999,             0.084136
           701.982727,            17.662001,             0.082447
           700.554810,            17.698000,             0.083734
           699.132751,            17.733999,             0.076639
           697.716309,            17.770000,             0.075778
           696.305725,            17.806000,             0.079316
           694.900818,            17.841999,             0.071586
           693.501526,            17.878000,             0.073905
           692.107849,            17.914000,             0.069442
           690.719727,            17.950001,             0.068435
           689.337219,            17.986000,             0.065679
           687.960266,            18.021999,             0.066820
           686.588745,            18.058001,             0.062667
           685.222717,            18.094000,             0.066014
           683.862122,            18.129999,             0.060951
           682.506897,            18.166000,             0.060088
