# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Serpens X-1    ,     84020401,      279.987,        5.035,      36.1162,      4.84384,      53086.6
# Serpens X-1    ,     84020501,      279.987,        5.035,      36.1162,      4.84384,      53088.6
# Serpens X-1    ,     84020601,      279.987,        5.035,      36.1162,      4.84384,      53090.6
#
# Total observation time: 65590.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           868.358337,            14.278000,             0.045101
           866.174377,            14.314000,             0.049409
           864.001404,            14.350000,             0.048403
           861.839233,            14.386000,             0.050458
           859.687927,            14.422000,             0.048334
           857.547363,            14.458000,             0.046935
           855.417358,            14.494000,             0.046012
           853.298035,            14.530000,             0.045768
           851.189026,            14.566000,             0.045211
           849.090515,            14.602000,             0.044953
           847.002319,            14.638000,             0.046441
           844.924316,            14.674000,             0.043799
           842.856506,            14.710000,             0.047013
           840.798767,            14.746000,             0.045103
           838.751160,            14.782000,             0.044490
           836.713379,            14.818000,             0.045279
           834.685608,            14.854000,             0.044702
           832.667542,            14.890000,             0.043710
           830.659302,            14.926000,             0.039811
           828.660583,            14.962000,             0.042507
           826.671509,            14.998000,             0.041554
           824.691956,            15.034000,             0.042417
           822.721985,            15.070000,             0.041177
           820.761230,            15.106000,             0.039910
           818.809875,            15.142000,             0.041243
           816.867798,            15.178000,             0.040792
           814.934998,            15.214000,             0.037511
           813.011169,            15.250000,             0.037738
           811.096436,            15.286000,             0.036713
           809.190674,            15.322000,             0.037852
           807.293823,            15.358000,             0.037648
           805.406006,            15.394000,             0.036543
           803.526855,            15.430000,             0.036797
           801.656555,            15.466000,             0.036511
           799.794861,            15.502000,             0.035992
           797.941772,            15.538000,             0.035832
           796.097351,            15.574000,             0.035690
           794.261414,            15.610000,             0.034079
           792.433777,            15.646000,             0.034599
           790.614624,            15.682000,             0.034761
           788.803833,            15.718000,             0.034088
           787.001343,            15.754000,             0.032921
           785.207092,            15.790000,             0.031324
           783.420898,            15.826000,             0.030915
           781.642883,            15.862000,             0.030682
           779.872925,            15.898000,             0.030682
           778.110901,            15.934000,             0.030872
           776.356934,            15.970000,             0.029471
           774.610718,            16.006001,             0.029061
           772.872437,            16.042000,             0.029512
           771.141968,            16.077999,             0.028780
           769.419128,            16.114000,             0.027912
           767.704041,            16.150000,             0.028275
           765.996460,            16.186001,             0.027363
           764.296631,            16.222000,             0.027332
           762.604309,            16.257999,             0.027627
           760.919373,            16.294001,             0.026643
           759.241882,            16.330000,             0.025303
           757.571838,            16.365999,             0.026103
           755.908997,            16.402000,             0.024932
           754.253540,            16.438000,             0.024985
           752.605286,            16.474001,             0.024135
           750.964294,            16.510000,             0.023735
           749.330383,            16.546000,             0.024476
           747.703491,            16.582001,             0.022219
           746.083740,            16.618000,             0.023569
           744.470947,            16.653999,             0.023331
           742.865112,            16.690001,             0.023189
           741.266296,            16.726000,             0.023287
           739.674316,            16.761999,             0.023005
           738.088989,            16.798000,             0.022450
           736.510620,            16.834000,             0.022195
           734.938904,            16.870001,             0.021926
           733.373962,            16.906000,             0.021301
           731.815613,            16.941999,             0.021470
           730.263855,            16.978001,             0.021469
           728.718628,            17.014000,             0.020612
           727.180054,            17.049999,             0.019578
           725.647888,            17.086000,             0.019358
           724.122192,            17.122000,             0.016432
           722.602783,            17.158001,             0.016649
           721.089905,            17.194000,             0.018099
           719.583313,            17.230000,             0.019020
           718.082947,            17.266001,             0.019958
           716.588806,            17.302000,             0.019259
           715.100952,            17.337999,             0.017982
           713.619141,            17.374001,             0.016983
           712.143555,            17.410000,             0.015466
           710.674072,            17.445999,             0.014618
           709.210571,            17.482000,             0.013523
           707.753174,            17.518000,             0.017639
           706.301636,            17.554001,             0.019392
           704.856140,            17.590000,             0.020498
           703.416504,            17.625999,             0.021050
           701.982727,            17.662001,             0.020953
           700.554810,            17.698000,             0.019137
           699.132751,            17.733999,             0.018879
           697.716309,            17.770000,             0.017956
           696.305725,            17.806000,             0.019255
           694.900818,            17.841999,             0.018711
           693.501526,            17.878000,             0.018476
           692.107849,            17.914000,             0.019146
           690.719727,            17.950001,             0.018661
           689.337219,            17.986000,             0.018147
           687.960266,            18.021999,             0.017605
           686.588745,            18.058001,             0.017760
           685.222717,            18.094000,             0.017082
           683.862122,            18.129999,             0.016803
           682.506897,            18.166000,             0.016628
           681.157043,            18.202000,             0.016597
           679.812439,            18.238001,             0.016100
           678.473206,            18.274000,             0.015850
           677.139221,            18.309999,             0.016055
           675.810486,            18.346001,             0.014541
           674.487000,            18.382000,             0.015535
           673.168640,            18.417999,             0.015425
           671.855408,            18.454000,             0.014000
           670.547302,            18.490000,             0.013799
           669.244324,            18.525999,             0.012839
           667.946350,            18.562000,             0.013036
           666.653381,            18.598000,             0.012765
           665.365356,            18.634001,             0.012589
           664.082458,            18.670000,             0.012414
           662.804443,            18.705999,             0.012775
           661.531311,            18.742001,             0.012776
           660.263062,            18.778000,             0.011890
           658.999695,            18.813999,             0.012030
           657.741089,            18.850000,             0.012241
           656.487366,            18.886000,             0.011912
           655.238342,            18.922001,             0.010130
           653.994080,            18.958000,             0.009526
           652.754578,            18.993999,             0.010935
           651.519653,            19.030001,             0.010660
           650.289490,            19.066000,             0.010355
           649.063965,            19.101999,             0.010183
           647.843018,            19.138000,             0.010439
           646.626709,            19.174000,             0.009881
           645.414856,            19.209999,             0.010054
           644.207581,            19.246000,             0.010047
           643.004822,            19.282000,             0.010029
           641.806519,            19.318001,             0.009531
           640.612793,            19.354000,             0.009063
           639.423401,            19.389999,             0.009442
           638.238403,            19.426001,             0.008969
           637.057800,            19.462000,             0.008707
           635.881653,            19.497999,             0.008120
           634.709717,            19.534000,             0.008908
           633.542114,            19.570000,             0.008671
           632.378845,            19.606001,             0.008992
           631.219788,            19.642000,             0.007980
           630.065002,            19.677999,             0.007310
           628.914429,            19.714001,             0.008001
           627.768066,            19.750000,             0.008294
           626.625916,            19.785999,             0.007703
           625.487854,            19.822001,             0.007229
           624.353882,            19.858000,             0.006901
           623.224121,            19.893999,             0.007784
           622.098267,            19.930000,             0.006851
           620.976624,            19.966000,             0.006811
           619.859009,            20.002001,             0.006718
           618.745361,            20.038000,             0.007637
           617.635803,            20.073999,             0.006291
           616.530029,            20.110001,             0.006406
           615.428345,            20.146000,             0.006009
           614.330627,            20.181999,             0.006250
           613.236694,            20.218000,             0.007085
           612.146729,            20.254000,             0.005990
           611.060547,            20.290001,             0.005340
           609.978333,            20.326000,             0.005710
           608.899902,            20.362000,             0.006049
           607.825256,            20.398001,             0.005867
           606.754456,            20.434000,             0.005507
           605.687378,            20.469999,             0.005830
           604.623962,            20.506001,             0.004409
